Customer ID,Order ID,Product ID in Orders,Ordered by Customer ID,Times Reordered by Same Customer,Brand Name,Product Name,Weight
12226,446,202222054,10446,45,Tata Tea Gold,Tea,1 kg  
12227,446,202222057,10446,48,Tata Tea Kanan Devan,Tea,500 g  
12228,446,202222053,10446,31,3 Roses,Dust Tea,50 g  
12229,446,202222052,10446,7,Tata Tea Gold,Care Tea,500 g  
12230,446,202222055,10446,12,Wagh Bakri,Leaf Tea,250 g 
12231,447,202222057,10447,4,3 Roses,Natural Care Tea,250 g  
12232,447,202222058,10447,9,Lipton ,Darjeeling Tea,250 g  
12233,447,202222053,10447,36,Wagh Bakri,Spiced Tea - Blend Of 7 Refreshing Spices,250 g 
12234,447,202220317,10447,24,Tata Tea,"Teaveda -  Naturally Good, Made From Natural Ingredients",250 g Pouch 
12235,447,202219429,10447,7,Tata Tea,Premium - The Countrys Tea,1 Kg 
12236,448,202220820,10448,38,Tata Tea Agni,Dust Tea,1 kg  
12237,448,202220214,10448,53,Tata Tea Chakra,Gold Dust Tea,500 g  
12238,448,202219100,10448,7,Lipton ,Yellow Label Tea - Finest Blend,250 g 
12239,448,202219493,10448,28,Tata Tea Kanan Devan,Tea - Golden Leaf,500 g  
12240,448,202220314,10448,38,3 Roses,Top Star,500 g Carton 
12241,449,202220376,10449,51,Tata Tea Agni,Leaf Tea,1 kg 
12242,449,202219103,10449,28,Tata Tea,Chakra Gold Elaichi Tea,250 g  
12243,449,202219900,10449,46,Tata Tea,Premium,250 g Jar
12244,449,202220985,10449,22,Wagh Bakri,Good Morning Premium Tea,250 g Carton
12245,449,202220326,10449,51,Emperia,Premium Tea With 20% Extra Long Leaf,1 kg  
12246,450,202221155,10450,22,ORGANIC INDIA,Tulsi  Green Tea - Classic,100 g 
12247,450,202220175,10450,13,Tata Tea Premium,Tea - Desh Ki Chai,100 g 
12248,450,202220619,10450,26,Emperia,Masters Blend Tea- Rich Taste,1 kg  
12249,450,202219302,10450,6,Wagh Bakri,"Instant Premix Tea - 3 In 1 Combo Pack With Masala,Ginger & Elaichi",168 g (12 Sachets x 14g Each)
12250,450,202219327,10450,46,Tata Tea Gemini,Tea,500 g  
12251,451,202219077,10451,5,Wagh Bakri,Dust Tea,1 Kg 
12252,451,202219552,10451,24,Tata Tea Kanan Devan,Tea - Classic,1 kg 
12253,451,202220820,10451,3,ORGANIC INDIA,Infusion Bags - The Original Tulsi Ginger,25 pcs Carton
12254,451,202221119,10451,18,Wagh Bakri,Leaf Tea - Navchetan,250 g 
12255,451,202220000,10451,31,Wagh Bakri,Peach Ice Tea,250 g 
12256,452,202219590,10452,5,Tata Tea Chakra,Gold Dust Tea,250 g Jar
12257,452,202219154,10452,33,ORGANIC INDIA,"Tea - Infusion, Tulsi Original",25 pcs Carton
12258,452,202219281,10452,28,Eco Valley ,Ginger Mulethi Lemon,30 pcs 
12259,452,202220336,10452,46,VAHDAM,Organic Himalayan Long Leaf Green Tea Bags - Slim Tea,30 g (15 Bags x 2 g each)
12260,452,202220377,10452,38,Eco Valley ,Sunny Lemony Tea,30 pcs 
12261,453,202219960,10453,50,Jawai,Rajwadi Kadak Masala Chai/Tea - Immunity Booster,100 g  
12262,453,202221021,10453,48,PRISTINE,Deccan Gold - Premium Dust Tea,100 g  
12263,453,202220950,10453,10,Emperia,Kadak Tea,250 g  
12264,453,202220144,10453,37,Eco Valley ,Divine Tulsi Tea,30 pcs 
12265,453,202219514,10453,25,VAHDAM,Organic Earl Grey Black Tea - With Bergamot Oil Vitamin C Fortified,30 g (15 Pyramid Bags x 2 g each)
12266,454,202221019,10454,19,VAHDAM,"Organic Masala Chai Tea Bags - With Cardamon, Cinnamon, Cloves & Black Pepper",30 g (15 Pyramid Bags x 2 g each)
12267,454,202219185,10454,49,VAHDAM,Organic Kashmiri Kahwa Loose Leaf - Natural Spices Infused,100 g 
12268,454,202219580,10454,3,VAHDAM,"Organic Single Estate Darjeeling Black Tea - Second Flush, Unblended",250 g 
12269,454,202220899,10454,16,VAHDAM,"Organic Premium Darjeeling Black Tea Bags - Single Estates, Second Flush",30 g (15 Bags x 2 g each)
12270,454,202220159,10454,34,Wagh Bakri,Aloevera Litchi Ice Tea,250 g 
12271,455,202219651,10455,13,Drools,"Dog Food - Super Premium, Focus Puppy",1.2 kg  
12272,455,202220235,10455,36,Drools,"Dog Food - Super Premium, Focus, Puppy 4 kg + 1.2 kg",Combo 2 Items
12273,455,202220858,10455,28,Drools,Stainless Steel Dog Feeding Bowl - Medium,700 ml 
12274,455,202221095,10455,12,Drools,Stainless Steel Dog Feeding Bowl - Large,850 ml 
12275,455,202220125,10455,40,Drools,Bird Food For Love Birds & Cockatiel,1 Kg 
12276,456,202220650,10456,38,Drools,Bird Food For Love Birds & Cockatiel,500 g 
12277,456,202221007,10456,9,Goodies,Pet Food - Energy Treat Calcium,500 g 
12278,456,202219522,10456,44,GLENAND,"Cat Care - Comfort Bowl, 24Oz GIb1009",1 pc 
12279,456,202219510,10456,35,GLENAND,"Dog Care - Classic Steel Bowl, GIb1001",1 pc 
12280,456,202221127,10456,17,GLENAND,"Cat Care - Comfort Bowl, 16Oz GIb1008",1 pc 
12281,457,202219611,10457,11,GLENAND,"Cat Care - Comfort Bowl, 32Oz GIb1010",1 pc 
12282,457,202220694,10457,51,GLENAND,"Cat Care - Comfort Bowl, 96Oz GIb1012",1 pc 
12283,457,202220842,10457,5,Drools,"Dog Food - Optimum Performance, Adult",20 kg  
12284,457,202220150,10457,50,bb Combo,"Drool Dog Food Adult 10kg + Purepet Dog Treats Real Chicken Biscuit, Chicken 1kg",Combo 2 Items
12285,457,202219114,10457,4,GLENAND,"Dog Care - Classic Steel Bowl, GIb1006",1 pc 
12286,458,202219979,10458,36,Sealapack,Ice Cube Bags - Easy To Use,30 pcs 
12287,458,202221088,10458,13,Sealapack,"Grill Bag - Reusable, Easy To Use & Clean",1 pc 
12288,458,202220577,10458,21,Oddy ,Eco Bake Cooking & Parchment Paper,20 mt 
12289,458,202220815,10458,12,Asahikasei,Premium Wrap,30cm X 20m 
12290,458,202219420,10458,36,Asahikasei,Premium Wrap,22cm X 20m 
12291,459,202220487,10459,44,BB Home,Aluminium Foil - 18 Microns,9 mtr Mono
12292,459,202219720,10459,8,Oddy ,Uniwrap Food Wrapping Paper - 11,20 mt 
12293,459,202219800,10459,0,Asahikasei,Cooking Sheet,30cm X 5m 
12294,459,202219199,10459,16,Asahikasei,Frying Pan Foil,30cm X 3m 
12295,459,202213373,10459,21,Multix,Greener - Sandwich Bag,30 pcs 
12296,460,202213375,10460,39,Food Package,Food Package - Medium,450 ml pack of 10
12297,460,202213374,10460,43,Oddy ,Uniwrap Food Wrapping Paper - 11,100 mt 
12298,460,202213372,10460,46,Multix,Greaseproof Paper - Imported,30 mtr Pouch
12299,460,202213372,10460,41,Hindalco,Freshwrapp - Aluminium Foil,50 g Carton
12300,460,202213372,10460,48,BB Home,Aluminium Foil - 10.5 Microns,9 mtr Mono
12301,461,202213374,10461,43,BB Home,Aluminium Foil - 10.5 Microns,21 mtr Mono
12302,461,202213377,10461,24,Oddy ,Uniwrap Food Wrapping Paper - 11,8 meter 
12303,461,202213377,10461,22,Freshee,Aluminium Foil - (14 Micron) Gold,9 mtr Get 2 mtr Free
12304,461,202213376,10461,20,Ezee Alka,Silver Aluminium Foil Container,250 ml Pack of 25
12305,461,202213376,10461,29,Fresho,Coconut - Medium,1 pc (approx. 450g to 500)
12306,462,202213377,10462,52,Fresho,Apple - Royal Gala Economy,4 pcs (Approx.450 g
12307,462,202213374,10462,50,Fresho,"Apple - Red Delicious, Regular",4 pcs (Approx. 530g 
12308,462,202213373,10462,33,Fresho,Pomegranate,4 pcs (approx. 720
12309,462,202213372,10462,44,Fresho,Orange - Imported,6 pcs  
12310,462,202213375,10462,29,Fresho,"Apple - Royal Gala, Regular",4 pcs (Approx.520 g
12311,463,202213372,10463,23,Fresho,Pomegranate - Small,1 kg 
12312,463,202213373,10463,17,Fresho,Kiwi - Green,3 pcs  
12313,463,202213373,10463,27,Fresho,Tender Coconut - Medium,1 pc  
12314,463,202214399,10463,18,Fresho,Apple - Shimla,4 pcs (Approx. 500g
12315,463,202214399,10463,30,Fresho,Mosambi - Economy,1 kg  
12316,464,202214392,10464,48,Fresho,Watermelon -  Medium,1 pc 2.8 
12317,464,202214393,10464,10,Fresho,Indian Avocado (Butterfruit),2 pcs approx (500g
12318,464,202214396,10464,36,Fresho,"Apple - Royal Gala, Premium",4 pcs(Approx.600 g
12319,464,202214393,10464,12,Fresho,Coconut - Organically Grown,1 pc (approx. 300g to 400g)
12320,464,202214398,10464,8,Fresho,"Apple - Green, Regular",4 pcs Approx(500g
12321,465,202214396,10465,31,Fresho,Blueberry,125 g 
12322,465,202214397,10465,46,Fresho,Guava - Thai,1 pc 
12323,465,202214400,10465,32,Fresho,Pineapple,1 pc 750
12324,465,202225965,10465,7,Fresho,Coconut - Large,1 pc (approx. 550g to 650g)
12325,465,202225973,10465,33,Fresho,"Apple - Red Delicious, Premium",4 pcs (Approx. 600g 
12326,466,202225969,10466,39,Fresho,"Apple - Fuji, Regular",4 Pcs (Approx.500g
12327,466,202225957,10466,2,Fresho,Grapes - Bangalore Blue with Seed,500 g  
12328,466,202225973,10466,7,Fresho,"Apple - Red Delicious, Economy",4 pcs (Approx. 450g 
12329,466,202225964,10466,48,Fresho,Pomegranate,6 pcs (approx. 960
12330,466,202225972,10466,39,Fresho,Mosambi,4 pcs 700
12331,467,202225975,10467,19,Fresho,"Dates - Kimia, with Seed",1 pc (Approx. 400g 
12332,467,202225964,10467,43,Fresho,Mango - Neelam,1 kg 
12333,467,202225957,10467,37,Fresho,"Apple - Fuji, Premium",4 pcs 
12334,467,202214342,10467,42,Fresho,Dragon Fruit,1 pc 220
12335,467,202214341,10467,29,Fresho,Plum - Indian,Approx 500 g 1 Pack
12336,468,202214348,10468,50,Fresho,Zespri Kiwi - Sun Gold,3 pcs 
12337,468,202214348,10468,40,Fresho,Pomegranate,2 pcs (approx. 360
12338,468,202214341,10468,53,Fresho,Apricot - Dried,200 g 
12339,468,202214350,10468,4,Fresho,Dasheri Mango,1 kg 
12340,468,202214349,10468,43,Fresho,Fresh Figs,250 g 
12341,469,202214555,10469,1,Fresho,Tender Coconut - Small,1 pc 
12342,469,202214547,10469,42,Fresho,"Apple - Shimla, Premium",4 pcs (Approx. 700 g 
12343,469,202214553,10469,49,Fresho,Grapes - Red Globe  Indian,500 g 
12344,469,202214552,10469,28,Fresho,Ber,500 g 
12345,469,202214556,10469,51,Fresho,Muskmelon -  Netted Small,1 pc 550g
12346,470,202214550,10470,38,Fresho,Pineapple - Organically Grown,1 pc(approx.400 
12347,470,202214550,10470,3,Fresho,Pineapple - Slices,200 g 
12348,470,202214556,10470,52,bb Combo,Fresho Grapes-Bangalore Blue with Seed 500g+BB Home Vegetable & Fruit Wash 500ml,Combo 2 Items
12349,470,202214552,10470,44,Fresho,Coconut - Diced,150 g 
12350,470,202214552,10470,32,Fresho,Raw Mango,500 g 
12351,471,202214554,10471,43,Fresho,Grapes - Green,Approx 500 g 1 Pack
12352,471,202214552,10471,6,Fresho,"Orange - Nagpur, Regular",1 kg (Approx. 6 
12353,471,202214552,10471,49,BB Royal,Peanuts/Kadalekayi - Raw,1 kg Pouch 
12354,471,202220317,10471,39,BB Royal,Organic - Raw Peanuts/Kadalekayi,500 g  
12355,471,202219429,10471,7,BB Popular,Peanuts/Kadalekayi - Raw,200 g 0 
12356,472,202220820,10472,43,BB Royal,Idli - Sooji 2kg + Sugar 2kg + Peanuts/ Mungaphali/Shengdana - Raw 500gm,Combo 3 Items
12357,472,202220214,10472,48,bb Combo,bb Royal Idli Rice (5 kg) + Gota Urad 1kg + Raw Peanut 500g,Combo 3 Items
12358,472,202219100,10472,31,BB Royal,Peanuts/Kadalekayi - Raw,200 g 0
12359,472,202219493,10472,3,BB Popular,Poha/Avalakki/Aval/Chivda - Thick 1kg + Peanuts/Mungaphali/Shengdana - Raw 1kg,Combo 2 Items
12360,472,202220314,10472,30,BB Royal,Organic - Foxtail Millet / Italian (Thinai Rice),2 kg  
12361,473,202220376,10473,49,BB Royal,Popcorn Seeds,200 g 0 
12362,473,202219103,10473,44,BB Royal,Organic Little Millet - Samai Rice,1 kg  
12363,473,202219900,10473,37,BB Popular,Soya - Chunks,200 g 0 
12364,473,202220985,10473,39,BB Royal,Organic - Quinoa,200 g  
12365,473,202220326,10473,41,BB Royal,Organic - Ragi Whole/Finger Millet,2 kg  
12366,474,202221155,10474,43,BB Royal,Organic Kodo Millet/Varagu Rice,500 g  
12367,474,202220175,10474,7,BB Royal,Organic Barnyard Millet/Kudiraivali Rice,2 kg  
12368,474,202220619,10474,15,Fortune ,Soya Chunks - 15x More Protein Than Milk,200 g Carton
12369,474,202219302,10474,32,BB Royal,Organic Jowar/Sorghum Millet,500 g  
12370,474,202219327,10474,50,Nutrela,Soya - Mini Chunk,200 g 0
12371,475,202219077,10475,35,BB Royal,Organic - Bajra Wild / Pearl Millet,2 kg  
12372,475,202219552,10475,37,BB Royal,Soya Chunks,200 g 0 
12373,475,202220820,10475,14,Manna ,Health Mix for Kids (100% Natural Nutrition),500 g 0 
12374,475,202221119,10475,32,Saffola,Mealmaker - Soya Chunks,400 g No 
12375,475,202220000,10475,42,BB Royal,Organic - Soyabean Whole,500 g 
12376,476,202219590,10476,22,BB Royal,Mini Soya Chunks,200 g 0
12377,476,202219154,10476,23,Safe Harvest,Groundnut,500 g 0
12378,476,202219281,10476,33,India Gate,Quinoa,500 g 0
12379,476,202220336,10476,35,Nutrela,Soya - Chunks,200 g 0
12380,476,202220377,10476,30,Nutrela,Soya - Granules,200 g Carton
12381,477,202219960,10477,30,Fortune ,Soya Chunks,1 kg Pouch
12382,477,202222189,10477,16,Manna ,Foxtail Millet - Kaon/Kang/Kangni/Kakum/Navani/Korralu/Korra/Thinai,500 g 0
12383,477,202222188,10477,5,Mdh,Soya Granules,200 g 0
12384,477,202222188,10477,0,Safe Harvest,Jowar Daliya,500 g 0
12385,477,202222188,10477,28,Slurrp Farm,Organic Sprouted Ragi Powder/Ragi Hittu,250 g 
12386,478,202222190,10478,37,Nutrela,Soya - Chunks,1 kg 0
12387,478,202222186,10478,30,Manna ,Barnyard Millet - Khira/Swank/Kuthiraivally/Udalu/Kodisama,500 g 0
12388,478,202222190,10478,27,Manna ,Little Millet - Kutki/Samai/Same/Samulu,500 g 0
12389,478,202222188,10478,17,Himalayan Natives,Chia Seeds,450 g 0 
12390,478,202222190,10478,52,Safe Harvest,Little Millet Rice - Pesticide Free,500 g 0
12391,479,202222189,10479,52,Grocery Farm,Mini Soya Chunks,500 g 0
12392,479,202222193,10479,9,Mdh,Soyatein - Protein Rich Warian,200 g 0
12393,479,202222187,10479,24,Safe Harvest,Barnyard Millet Rice - Pesticide Free,500 g 0
12394,479,202222188,10479,30,Grocery Farm,Soya Chunks,500 g 0
12395,479,202222187,10479,5,Manna ,Proso Millet - Barri/Panivaragu/Varigulu/Baragu,500 g 0
12396,480,202222189,10480,21,Safe Harvest,Jowar Whole - Pesticide Free,500 g 0
12397,480,202222194,10480,11,Safe Harvest,Kodo Millet Rice - Pesticide Free,500 g 0
12398,480,202222188,10480,44,Safe Harvest,Bajra Whole - Pesticide Free,500 g 0
12399,480,202222193,10480,43,Safe Harvest,Amaranth Seeds - Rajgira,500 g 0
12400,480,202212284,10480,31,PRISTINE,Fields Of Gold - Black Rice,1 kg 0
12401,481,202212285,10481,23,Britannia,Good Day Cashew Cookies,6x100 g Multipack 
12402,481,202212289,10481,6,Britannia,"Britannia Little Hearts Classic - Sugar Sprinkled, Heart Shaped Biscuits",6x32 g Multi Pack 
12403,481,202212291,10481,27,Parle,Hide & Seek Chocolate,100 g Pouch 
12404,481,202212287,10481,51,Britannia,Good Day Cashew Cookies,6x100 g Multipack 
12405,481,202212285,10481,23,Britannia,Nice Time - Sugar Showered Coconut Biscuits,6x150 g Multipack 
12406,482,202212285,10482,47,Britannia,Good Day Cookies - Chocochip,2x100 g Multipack 
12407,482,202212289,10482,42,Sunfeast,Moms Magic Cookies - Cashew & Almond Biscuits,60 g  
12408,482,202212291,10482,1,Britannia,Good Day - Nuts Cookie,6x45 g Multipack 
12409,482,202212286,10482,45,Parle,Milano Choco Chip Cookies,75 g Pouch
12410,482,202212282,10482,30,Parle,Hide & Seek Caffe Mocha Cookies,120 g Pouch
12411,483,202212289,10483,30,Parle,Hide & Seek - Chocolate,200 g 
12412,483,202212293,10483,7,Bisk Farm,Biscuits - Googly,80 g Pouch 
12413,483,202212280,10483,33,Unibic,Choco Chip Cookies,6x75 g Multipack 
12414,483,202212283,10483,5,Unibic,Cookies - Fruit & Nut,6x75 g Multipack 
12415,483,202212289,10483,14,Bournvita,"Biscuits - Cookies With ProHealth Vitamins, Super Value Pack",120 g Pouch 
12416,484,202212291,10484,8,Britannia,Good Day Cookies - Rich Butter,6x150 g Multipack 
12417,484,202212291,10484,19,Orion,Choco Pie - Chocolate Coated Soft Biscuit,12 pcs  
12418,484,202212282,10484,49,Britannia,Little Hearts Biscuits,75 g 
12419,484,202212283,10484,37,Unibic,Sugar Free Oatmeal Cookies,6x75 g Multipack 
12420,484,202212292,10484,6,Unibic,Cookies - Assorted Pack,450 g Pack of 6
12421,485,202219369,10485,32,Unibic,Cookies - Honey Oatmeal,6x75 g Multipack 
12422,485,202219315,10485,36,Britannia,Good Day Cashew Almond,33 g 
12423,485,202219385,10485,41,Unibic,Cookies - Pista Badam,75 g Pouch
12424,485,202219341,10485,2,Unibic,Cookies - Doosra Jeera Butter,6x75 g Multipack 
12425,485,202219339,10485,3,Sunfeast,Moms Magic - Rich Butter,3x75 g (Multipack) 
12426,486,202219406,10486,8,Unibic,Sugar Free Cashew Cookies,75 g  
12427,486,202219316,10486,10,Bisk Farm,Biscuit - Chatpata Spicy,200 g Pouch
12428,486,202219389,10486,48,Unibic,Sugar Free Butter Cookies,6x75 g Multipack 
12429,486,202219407,10486,27,Unibic,Butter Cookies,3x75 g Multipack 
12430,486,202219397,10486,32,Bournvita,"Chocolate Biscuit, Pro Health Vitamins, 250 g, Pack of 9",3x250 g Multipack 
12431,487,202219301,10487,21,Sunfeast,Moms Magic - Fruit & Milk,5x58 g Multipack 
12432,487,202219312,10487,23,Sunfeast,Moms Magic - Cashew & Almond,3x200 g (Multipack) 
12433,487,202219316,10487,0,Britannia,Good Day Butter Cookies,75 g (Get 22 g Extra)
12434,487,202219324,10487,6,Tasties,Coconut Cookies,4x75 g (Multipack) 
12435,487,202219306,10487,8,Unibic,Choco Nut Cookies,6x75 g Multipack 
12436,488,202219369,10488,49,Bisk Farm,Top Biscuits - Butter Munch,150 g Pouch
12437,488,202219388,10488,13,Parle,Milano Centre Filled Mixed Berries,75 g 
12438,488,202219399,10488,46,Bisk Farm,Mast Jeera - The Spicy Jeera Biscuits,200 g Bottle
12439,488,202219337,10488,2,Britannia,Good Day Chunkies Chocolate Cookies,120 g 
12440,488,202219329,10488,2,Open Secret,"Nutty Cookies - Choco Almond, No Added Maida, 40-50% Nuts, Box of 2 Cookies",3x25 g Multipack 
12441,489,202219334,10489,39,Sunfeast,Mom's Magic Cookies - Cashew & Almond,600 g Pouch
12442,489,202222054,10489,43,Unibic,Sugar Free Multigrain Cookies,75 g 
12443,489,202222055,10489,35,Mcvities,Ginger Cookies - Family Pack,600 g  
12444,489,202222057,10489,27,Britannia,Good Day Chocochip Cookies,400 g 
12445,489,202222056,10489,41,Mcvities,Digestive - NO Added Sugar,150 g  
12446,490,202222059,10490,25,Britannia,Tiger Krunch Biscuits,400 g  
12447,490,202222059,10490,0,Open Secret,"Nutty Cookies - Choco Almond, No Added Maida, 40-50% Nuts, Box of 6 Cookies",3x75 g Multipack 
12448,490,202222059,10490,16,Tasties,Chocochip Cookies,4x75 g (Multipack) 
12449,490,202222052,10490,44,Fresho,Chrysanthemum/Shevanti Flower,250 g 
12450,490,202222054,10490,25,Fresho,Cut Roses Flower,250 g 
12451,491,202222054,10491,40,Fresho,Marigold Flower - Orange,100 g 
12452,491,202222057,10491,37,Fresho,Marigold Flower - Yellow,250 g 
12453,491,202222053,10491,39,Fresho,Banana Leaf,5 pcs 
12454,491,202222052,10491,46,Hoovu Fresh,Lotus,2 Stems 
12455,491,202222055,10491,41,Hoovu Fresh,Assorted Puja Flowers,100 g 
12456,492,202222057,10492,15,Hoovu Fresh,Jasmine Mala,1 Mola(35cm) 
12457,492,202222058,10492,4,Fresho,Purple Orchids,10 pcs 
12458,492,202222053,10492,22,Hoovu Fresh,White Sevanthi,100 g 
12459,492,202214342,10492,39,Hoovu Fresh,Chrysanthemums Puja Mola,1 Mola(35cm) 
12460,492,202214341,10492,1,Hoovu Fresh,Bilpatre,50 g 
12461,493,202214348,10493,40,Hoovu Fresh,Rajnigandha Puja Mola,1 Mola (35cm) 
12462,493,202214348,10493,53,Hoovu Fresh,Arali/Oleander,100 g 
12463,493,202214341,10493,15,Hoovu Fresh,Assorted Puja Flowers + Greens Mix,100 g 
12464,493,202214350,10493,20,Hoovu Fresh,Mango Leaf Thorana,80 cm 
12465,493,202214349,10493,33,Fresho,White Orchids,10 pcs 
12466,494,202214342,10494,31,Hoovu Fresh,Durva Grass/Garike,50 g 
12467,494,202214349,10494,32,Hoovu Fresh,Marigold String,40 cm 
12468,494,202214349,10494,48,Hoovu Fresh,Rose Petal Mola,40 cm 
12469,494,202217345,10494,29,Hoovu Fresh,Tulsi Mola,40 cm 
12470,494,202214465,10494,41,Hoovu Fresh,Mango Bunches,2 Bunches 
12471,495,202222097,10495,40,Hoovu Fresh,Rose Mola/String,40 cm 
12472,495,202220919,10495,9,Hoovu Fresh,Ekkada Hoovu String,40 cm 
12473,495,202215634,10495,27,Hoovu Fresh,Bilpatre String,40 cm 
12474,495,202221164,10495,38,Hoovu Fresh,Chrysanthemum/Shevanti Flower,100 g 
12475,495,202228519,10495,2,Hoovu Fresh,Assorted Roses Puja Flowers,100 g 
12476,496,202218017,10496,6,Fresho,"Banana - Yellaki, Organically Grown",500 g 
12477,496,202219165,10496,17,Fresho,Coconut - Organically Grown,1 pc (approx. 300g to 400g)
12478,496,202212060,10496,53,Fresho,Papaya - Organically Grown,1 pc (approx. 500 
12479,496,202221619,10496,39,Fresho,Pomegranate - Organically Grown,500 g 
12480,496,202218920,10496,43,Fresho,Muskmelon - Organically Grown,1 pc (Approx. 500 g
12481,497,202218807,10497,0,Fresho,Guava - Organically Grown,500 g 
12482,497,202213660,10497,0,Fresho,Watermelon - Organically Grown,1 pc (approx. 1 
12483,497,202213710,10497,40,Fresho,"Apple - Red Delicious, Organically Grown 4 pcs + Apple - Royal Gala 4 pcs",Combo 2 Items
12484,497,202225771,10497,10,Fresho,Mosambi - Organically Grown,1 kg 
12485,497,202219609,10497,39,Fresho,Pineapple - Organically Grown,1 pc(approx.400 
12486,498,202221526,10498,45,Fresho,Custard Apple - Organically Grown,500 g 
12487,498,202223962,10498,42,Fresho,"Banana - Nendran, Organically Grown",1 Kg 
12488,498,202226178,10498,4,Fresho,Sapota - Organically Grown,500 g 
12489,498,202218857,10498,46,Fresho,Banana - Raw - Organically Grown,2 pcs 
12490,498,202218261,10498,36,Fresho,Pomegranate - Organically Grown,4 pcs 
12491,499,202226131,10499,4,Fresho,"Apple - Red Delicious, Organically Grown",4 pcs  
12492,499,202228716,10499,52,Fresho,Avocado - Organically Grown,500 g 
12493,499,202217944,10499,8,Fresho,Figs - Organically Grown,6 pcs 
12494,499,202222576,10499,43,Fresho,"Pears - Babbugosha, Organically Grown",1 kg 
12495,499,202222816,10499,45,Organic,Custard Apple,1 kg Pouch
12496,500,202213283,10500,31,Fresho,Mango Mallika - Organically Grown,1 kg 
12497,500,202217015,10500,6,Colgate,"Kid's Toothpaste - 3-5 years, Natural Strawberry Flavour, 0% Artificial",80 g Tube
12498,500,202220395,10500,9,Colgate,"Kids Toothpaste - 6+ Years, Strawberry Flavour, Barbie",80 g 
12499,500,202215573,10500,34,Colgate,"Kids Anticavity Toothpaste - 6+ Years, Bubble Fruit Flavour, Batman",80 g 
12500,500,202217997,10500,20,Colgate,Kids 5+ years Minion Toothbrush - Extra Soft With Tongue Cleaner,1 pc 
12501,501,202221535,10501,29,Colgate,"Kid's Toothpaste - 6-9 Years, Natural Strawberry Mint Flavour, 0% Artificial",80 g Tube
12502,501,202217102,10501,33,Colgate,"Kids Toothpaste - 2-5 Years, Strawberry Flavour",40 g 
12503,501,202220239,10501,24,Colgate,Kids Barbie Toothbrush - Extra Soft With Tongue Cleaner,1 pc 
12504,501,202213501,10501,33,Colgate,Kid's 2+ Years Extra Soft Toothbrush,3 pcs (Pack of 3)
12505,501,202217730,10501,1,Colgate,"Toothbrush Superhero Assorted, Batman/Spiderman",1 pc 
12506,502,202220146,10502,41,Colgate,"Kids Toothpaste - 2-5 Years, Anticavity, Bubble Fruit Flavour",40 g Get Free Motu Patlu Trading Cards
12507,502,202225331,10502,42,Colgate,"Kids Toothpaste - 2-5yrs, Bubble Fruit, Motu-Patlu, With Colgate Toothbrush, Super Junior, 0-2 Yrs",2 pcs 
12508,502,202214724,10502,38,Colgate,Kids 0-2 Years Extra Soft Toothbrush,1 pc 
12509,502,202217782,10502,24,Colgate,"Kid's Toothpaste - 0-2 years, Natural Fruit Flavour, Fluoride Free, 0% Artificial",70 g Tube
12510,502,202229143,10502,36,Mee Mee,Fluoride Free Toothpaste - Orange Flavour,70 g 
12511,503,202224922,10503,24,Chicco,"Toothbrush - Milk Teeth, Pink",1 pc 
12512,503,202221979,10503,47,Chicco,Milk Teeth Toothbrush - Green,1 pc 
12513,503,202216061,10503,40,Chicco,"Dental Kit - Gum Gel with Fingerstall, White",70 g 
12514,503,202220994,10503,11,Chicco,Baby Learn Together Oral Care Set - Green,2 pcs 
12515,503,202223861,10503,3,Mee Mee,Finger Brush With Storage Case - Green,0.02 g 
12516,504,202218266,10504,15,Morisons Baby Dreams,Kids Toothbrush - Shiny Caterpillar,1 pc 
12517,504,202214809,10504,11,Morisons Baby Dreams,Kids Toothbrush - Shiny Astro,1 pc 
12518,504,202217416,10504,33,Morisons Baby Dreams,Finger Toothbrush,1 pc 
12519,504,202216651,10504,37,Mee Mee,"Toothpaste For Kids - Fluoride Free, Strawberry Flavour",1 pc 
12520,504,202215742,10504,52,Chicco,"Toothpaste - Mela-Apple Banana, 6M+, No Fluoride",50 g 
12521,505,202215508,10505,19,BB Royal,Organic - Almond/Badam,100 g  
12522,505,202221860,10505,25,BB Royal,Organic - Cashew/Godambi Whole Bold,1 kg  
12523,505,202224708,10505,40,BB Royal,Walnut/Akrodu - Kernels,500 g Vacuum Packed 
12524,505,202221652,10505,3,BB Royal,Organic - Raisins/Ona Drakshi,100 g  
12525,505,202227962,10505,5,bb Combo,bb Popular Californian Almond 500g + Whole Cashew 500g + Indian Kismis 200g,Combo 3 Items
12526,506,202219631,10506,16,BB Popular,Walnut/Akrodu - Kernels,200 g Pouch 
12527,506,202228233,10506,45,BB Popular,Cashew/Kaju Whole Small W320 500g + Raisins/Kishmish - Indian 500g,Combo 
12528,506,202228489,10506,8,bb Combo,bb Popular Almond + bb Royal Whole Cashew + bb Royal Indian Raisins(200g),Combo 3 Items
12529,506,202221432,10506,18,BB Royal,"Pista - Irani, Roasted & Salted",200 g  
12530,506,202228168,10506,51,bb Combo,bbPopular Cashew Whole + Almond Californian Giri (100G) + bbRoyal Dry Dates 100G,Combo 3 Items
12531,507,202228451,10507,24,BB Royal,Almond Californian Jumbo 100g+Cashew Whole Medium W240 100g+Walnut Kernels 100g,Combo 
12532,507,202221522,10507,43,BB Popular,Anjeer/Figs/Atti Hannu,200 g  
