orderid,productid,userid,rating
545,202221280,10545,3.3
545,202228755,10545,3.7
545,202223071,10545,4.3
545,202220362,10545,4.2
545,202213523,10545,2.7
546,202227801,10546,2.4
546,202213790,10546,3.9
546,202229298,10546,3.2
546,202212691,10546,4.7
546,202224505,10546,4.8
547,202227913,10547,3.5
547,202221219,10547,4.7
547,202216315,10547,3.5
547,202219326,10547,2.4
547,202224477,10547,0
548,202217643,10548,3.7
548,202229427,10548,5
548,202217119,10548,3.3
548,202224474,10548,2.9
548,202218542,10548,3.1
549,202215432,10549,0
549,202219610,10549,4
549,202217753,10549,4.3
549,202225209,10549,4.3
549,202227284,10549,4.3
550,202219983,10550,3.7
550,202226191,10550,4
550,202218450,10550,4.2
550,202226110,10550,3.8
550,202217719,10550,2.9
551,202225790,10551,3.3
551,202216403,10551,4.7
551,202228092,10551,2.8
551,202228273,10551,4.2
551,202226908,10551,3.6
552,202212306,10552,3.5
552,202227415,10552,3.1
552,202227426,10552,2.7
552,202228066,10552,4.1
552,202214368,10552,2.4
553,202216855,10553,2.4
553,202219315,10553,3.4
553,202221782,10553,3.1
553,202228244,10553,0
553,202227879,10553,4.7
554,202216981,10554,4.1
554,202216863,10554,2.5
554,202229442,10554,3.9
554,202218391,10554,4.7
554,202215050,10554,3.1
555,202225193,10555,4.3
555,202219205,10555,4.8
555,202219130,10555,4.3
555,202226445,10555,4.7
555,202214150,10555,2.4
556,202220018,10556,2.6
556,202218293,10556,4.5
556,202228782,10556,2.5
556,202212365,10556,4.2
556,202214830,10556,4.7
557,202214648,10557,2.9
557,202224787,10557,2.6
557,202223956,10557,0
557,202227451,10557,2.4
558,202219337,10558,3.8
558,202227360,10558,3.8
558,202214114,10558,2.9
558,202224000,10558,4.2
558,202221486,10558,3.6
559,202227721,10559,4.3
559,202219841,10559,3.1
559,202214207,10559,3.8
559,202220198,10559,4.8
559,202212355,10559,2.6
560,202222021,10560,2.4
560,202213824,10560,3.7
560,202228853,10560,3.4
560,202217155,10560,0
561,202215482,10561,2.9
561,202221019,10561,4.4
561,202221224,10561,4.3
561,202220732,10561,3.5
561,202228217,10561,3.1
562,202215315,10562,3.1
562,202217046,10562,3.3
562,202224819,10562,4.8
562,202214788,10562,3.3
562,202218755,10562,2.3
563,202216429,10563,2.3
563,202226105,10563,3.2
563,202214353,10563,5
563,202220905,10563,3.9
563,202228054,10563,4.3
564,202214975,10564,4.4
564,202213465,10564,0
564,202221398,10564,3.1
564,202214760,10564,2.9
564,202213926,10564,0
565,202220569,10565,3.5
565,202212669,10565,4.4
565,202213816,10565,3.4
565,202212355,10565,2.5
565,202228439,10565,0
566,202222006,10566,2.3
566,202220420,10566,4.4
566,202222216,10566,3.5
566,202218715,10566,2.8
566,202227036,10566,0
567,202215748,10567,2.7
567,202215333,10567,2.8
567,202223382,10567,2.2
567,202213272,10567,4.1
567,202220636,10567,3.5
568,202227777,10568,4.2
568,202219565,10568,3.5
568,202227625,10568,3
568,202220471,10568,3.9
568,202227636,10568,3.1
569,202223685,10569,2.8
569,202223891,10569,0
569,202228797,10569,4.7
569,202227764,10569,2.2
569,202222585,10569,3.5
570,202220822,10570,3.9
570,202228643,10570,3.4
570,202218597,10570,4.3
570,202214266,10570,3.9
570,202223015,10570,2.7
571,202227277,10571,4
571,202225903,10571,3.6
571,202220114,10571,4.3
571,202215358,10571,0
571,202219864,10571,2.5
572,202212866,10572,3.5
572,202216475,10572,2.5
572,202220589,10572,3.7
572,202214951,10572,3.3
572,202217455,10572,2.9
573,202217582,10573,4.2
573,202225385,10573,4.4
573,202229059,10573,4.4
573,202226116,10573,2.9
573,202227439,10573,3.2
574,202222912,10574,0
574,202213321,10574,3.7
574,202229011,10574,3.4
574,202214106,10574,4.2
574,202226195,10574,3.5
575,202222451,10575,2.6
575,202220835,10575,4
575,202229564,10575,2.4
575,202212829,10575,4.4
575,202224843,10575,0
576,202223153,10576,3.4
576,202214861,10576,2.3
576,202228170,10576,4.1
576,202214550,10576,3.6
576,202214556,10576,3.1
577,202214552,10577,3.5
577,202214552,10577,4.1
577,202214554,10577,3.5
577,202214552,10577,2.6
577,202214552,10577,4.8
578,202220317,10578,2.7
578,202219429,10578,3.8
578,202220820,10578,2.8
578,202220214,10578,2.4
578,202219100,10578,4.3
579,202219493,10579,2.8
579,202220314,10579,4.6
579,202220376,10579,2.8
579,202219103,10579,3.6
579,202219900,10579,2.6
580,202220985,10580,4.3
580,202220326,10580,3.8
580,202221155,10580,4.5
580,202220175,10580,4.4
580,202220619,10580,3.9
581,202219302,10581,0
581,202219327,10581,4.1
581,202219077,10581,3.8
581,202219552,10581,4.1
581,202220820,10581,3.3
582,202221119,10582,4.4
582,202220000,10582,4
582,202219590,10582,4.4
582,202219154,10582,3.5
582,202219281,10582,3.3
583,202220336,10583,2.4
583,202220377,10583,4.4
583,202219960,10583,2.8
583,202219745,10583,3.5
583,202217759,10583,3.4
584,202222747,10584,2.3
584,202213569,10584,4.8
584,202216902,10584,2.3
584,202219745,10584,2.4
584,202217759,10584,4.5
585,202222747,10585,4.4
585,202226635,10585,3
585,202224263,10585,3.5
585,202219745,10585,3.7
585,202217759,10585,3.3
586,202222747,10586,4.5
586,202216516,10586,2.9
586,202224580,10586,4.6
586,202219745,10586,2.4
586,202217759,10586,3.3
587,202222747,10587,0
587,202218373,10587,2.7
587,202216576,10587,2.2
587,202219745,10587,2.2
587,202217759,10587,3.8
588,202222747,10588,4.8
588,202222263,10588,3.6
588,202212770,10588,3
588,202219745,10588,5
588,202217759,10588,3.9
589,202222747,10589,2.9
589,202214129,10589,3.9
589,202229183,10589,2.5
589,202219745,10589,3.8
589,202217759,10589,4.7
590,202222747,10590,0
590,202215520,10590,2.5
590,202220282,10590,4.4
590,202219745,10590,4.6
590,202217759,10590,3.8
591,202222747,10591,4.2
591,202222332,10591,3.7
591,202215883,10591,3
591,202219745,10591,2.3
591,202217759,10591,3.1
592,202222747,10592,0
592,202222332,10592,4.6
592,202212243,10592,3.8
592,202219745,10592,3.6
592,202217759,10592,3.9
593,202222747,10593,2.2
593,202222332,10593,2.4
593,202227651,10593,2.2
593,202219745,10593,2.4
593,202217759,10593,3.8
594,202222747,10594,5
594,202222332,10594,5
594,202223785,10594,0
594,202219745,10594,3.1
594,202217759,10594,3.7
595,202222747,10595,0
595,202222332,10595,3.4
595,202218316,10595,2.8
595,202219745,10595,3.5
595,202217759,10595,2.9
596,202222747,10596,4.8
596,202222332,10596,3.1
596,202214514,10596,0
596,202217759,10596,3.4
596,202222747,10596,3.8
597,202218879,10597,2.3
597,202215212,10597,4.5
597,202220996,10597,3.6
597,202217759,10597,3.7
597,202222747,10597,2.4
598,202220439,10598,3.6
598,202228943,10598,2.8
598,202229561,10598,0
598,202217759,10598,4.5
598,202222747,10598,2.6
599,202222950,10599,0
599,202221821,10599,4
599,202214124,10599,3.1
599,202217759,10599,0
599,202222747,10599,2.3
600,202213575,10600,0
600,202216481,10600,4
600,202229178,10600,4.6
601,202219305,10601,4.7
602,202214623,10602,2.8
602,202228749,10602,2.7
602,202217759,10602,2.8
603,202214333,10603,3.3
605,202224464,10605,5
605,202228547,10605,3.5
606,202222747,10606,2.6
606,202220122,10606,4.7
606,202217722,10606,4.4
607,202217298,10607,2.8
607,202217759,10607,3.7
607,202222747,10607,3.2
607,202221137,10607,2.2
607,202215972,10607,0
608,202221225,10608,3.9
608,202217759,10608,4.6
608,202222747,10608,3.3
608,202212582,10608,4.7
608,202216308,10608,2.3
609,202214372,10609,0
609,202217759,10609,4.5
609,202222747,10609,2.5
609,202216090,10609,3
609,202219887,10609,4.1
610,202219544,10610,4.3
610,202217759,10610,3.4
610,202222747,10610,3.7
610,202229339,10610,4.7
610,202227027,10610,3.9
611,202217759,10611,3.6
611,202222747,10611,3
611,202215249,10611,4.4
611,202220317,10611,2.7
611,202219429,10611,3.8
612,202220820,10612,3
612,202220214,10612,2.4
612,202219493,10612,4.3
612,202220314,10612,0
613,202220376,10613,4.8
613,202219103,10613,3.5
613,202219900,10613,4.6
613,202220985,10613,4.6
613,202220326,10613,4.7
614,202221155,10614,3
614,202220175,10614,3.8
614,202220619,10614,3.9
614,202219302,10614,4.6
614,202219327,10614,2.2
616,202220377,10616,3.1
617,202219960,10617,4.1
617,202221021,10617,3.4
617,202220950,10617,3.4
617,202220144,10617,4.4
617,202219514,10617,4.4
618,202221019,10618,2.8
618,202219185,10618,2.5
618,202219580,10618,3.1
618,202220899,10618,4.4
618,202220159,10618,4
619,202219651,10619,4.3
619,202220235,10619,4.6
619,202220858,10619,0
619,202221095,10619,3.7
619,202220125,10619,3.2
620,202220650,10620,2.7
620,202221007,10620,2.3
620,202219522,10620,4.5
620,202219510,10620,3.3
620,202221127,10620,2.7
621,202219611,10621,3.9
621,202220694,10621,3.4
621,202220842,10621,4.2
621,202220150,10621,4.3
621,202219114,10621,2.9
622,202219979,10622,3
622,202221088,10622,4.4
622,202220577,10622,4.8
622,202220815,10622,4
622,202219420,10622,0
623,202220487,10623,5
623,202219720,10623,4.4
623,202219800,10623,3.8
623,202219199,10623,2.4
623,202213373,10623,0
624,202213375,10624,3.7
624,202213374,10624,3
624,202213372,10624,4
624,202213372,10624,3.1
624,202213372,10624,3.5
625,202213374,10625,3.2
625,202213377,10625,3.8
625,202213377,10625,2.3
625,202213376,10625,4.2
625,202213376,10625,3.4
626,202213377,10626,2.4
626,202213374,10626,4
626,202213373,10626,4.8
626,202213372,10626,3.5
626,202213375,10626,4.8
627,202213372,10627,3.3
627,202213373,10627,4.3
627,202213373,10627,5
628,202214392,10628,2.7
628,202214393,10628,2.9
628,202214396,10628,0
628,202214393,10628,2.7
630,202225964,10630,2.2
631,202225975,10631,0
631,202214341,10631,3.9
632,202214348,10632,3.4
632,202214341,10632,4.7
632,202214350,10632,4.7
633,202214555,10633,4.4
633,202214547,10633,3.4
633,202214552,10633,4.6
634,202214550,10634,3.8
634,202214552,10634,4.1
635,202214552,10635,2.8
635,202214552,10635,4.1
635,202220317,10635,2.7
636,202219100,10636,2.8
637,202219103,10637,4.8
637,202219900,10637,3.7
637,202220985,10637,4.6
637,202220326,10637,2.8
638,202221155,10638,3.1
641,202222189,10641,3.6
641,202222184,10641,3.7
642,202222184,10642,4.6
642,202222188,10642,0
642,202222188,10642,3.9
642,202222188,10642,2.7
642,202222190,10642,3.5
643,202222190,10643,3
643,202222190,10643,4.4
643,202222191,10643,4.4
643,202222185,10643,4.8
643,202222184,10643,4.8
644,202222188,10644,2.8
644,202222187,10644,2.5
644,202222192,10644,3.6
644,202222185,10644,3.2
644,202212284,10644,3
645,202212289,10645,2.9
645,202212291,10645,3
645,202212287,10645,4.8
645,202212285,10645,4.2
646,202212285,10646,2.5
646,202212289,10646,2.4
646,202212291,10646,2.7
646,202212286,10646,2.5
646,202212282,10646,2.4
647,202212289,10647,0
647,202212293,10647,3.6
647,202212280,10647,2.4
647,202212283,10647,4.5
647,202212289,10647,3.8
649,202219385,10649,4.1
649,202219341,10649,3.6
649,202219339,10649,3.8
650,202219406,10650,4
650,202219316,10650,3.9
650,202219389,10650,3.4
650,202219407,10650,4.4
650,202219397,10650,0
651,202219301,10651,2.9
651,202219312,10651,3.7
651,202219316,10651,3.9
651,202219324,10651,3.1
651,202219306,10651,2.3
652,202219369,10652,4.7
652,202219388,10652,2.5
652,202219399,10652,3.3
652,202219337,10652,3.7
652,202219329,10652,0
653,202219334,10653,3
653,202222054,10653,4.3
653,202222055,10653,3.8
653,202222057,10653,2.6
653,202222056,10653,4.3
654,202222059,10654,4.2
654,202222059,10654,3.5
654,202222054,10654,2.9
655,202222054,10655,3.1
655,202222057,10655,0
655,202222053,10655,2.5
655,202222052,10655,3.6
655,202222055,10655,3.5
656,202222057,10656,2.6
656,202222058,10656,3.4
656,202222053,10656,3.2
656,202220317,10656,4.1
656,202219429,10656,2.4
657,202220820,10657,2.5
657,202220214,10657,3.1
657,202219100,10657,0
657,202219493,10657,4.8
657,202220314,10657,2.3
658,202220376,10658,2.8
658,202219103,10658,3.5
658,202219900,10658,3.9
658,202220985,10658,3.9
658,202220326,10658,3.4
659,202221155,10659,4.5
659,202220175,10659,3
659,202220619,10659,2.3
659,202219302,10659,4.4
659,202219327,10659,3.8
660,202219077,10660,3.9
660,202220820,10660,2.7
660,202221119,10660,2.9
660,202220000,10660,2.3
661,202219590,10661,2.6
661,202219281,10661,3.7
662,202219960,10662,4
662,202221021,10662,4.1
662,202220950,10662,3.7
662,202220144,10662,0
662,202219514,10662,0
663,202221019,10663,4.2
663,202219185,10663,3.7
663,202219580,10663,2.4
663,202220899,10663,4.6
663,202220159,10663,2.5
664,202219651,10664,4.6
664,202220235,10664,4.5
664,202220858,10664,4.7
664,202221095,10664,3.5
664,202220125,10664,4
665,202220650,10665,3.8
665,202221007,10665,3.9
665,202219522,10665,4.7
665,202219510,10665,3
665,202221127,10665,4.3
666,202219611,10666,3.5
666,202220694,10666,4.4
666,202220842,10666,3
666,202220150,10666,3.8
666,202219114,10666,4.7
667,202219979,10667,3.4
667,202221088,10667,0
667,202220577,10667,0
667,202220815,10667,2.2
667,202219420,10667,4.3
668,202220487,10668,2.5
668,202219720,10668,2.4
668,202219800,10668,3.3
668,202219199,10668,0
668,202213373,10668,2.6
669,202213375,10669,3.1
669,202213374,10669,2.8
669,202213372,10669,5
669,202213372,10669,3.6
669,202213372,10669,4.3
670,202213374,10670,0
670,202213377,10670,4.8
670,202213377,10670,3
670,202213376,10670,2.7
670,202213376,10670,4.2
671,202213377,10671,2.7
671,202213374,10671,4.5
671,202213373,10671,3.4
671,202213372,10671,3.3
671,202213375,10671,4.8
672,202213372,10672,3.2
672,202213373,10672,4.8
672,202213373,10672,4.2
672,202214399,10672,4.1
672,202214399,10672,4.7
673,202214392,10673,2.5
673,202214393,10673,0
673,202214396,10673,4.7
673,202214393,10673,4.4
673,202214398,10673,3.2
674,202214400,10674,3.6
675,202225969,10675,3.9
675,202225957,10675,4.4
675,202225964,10675,2.4
675,202225972,10675,2.6
676,202225975,10676,3.5
676,202225964,10676,4.2
676,202225957,10676,2.6
676,202214342,10676,2.2
676,202214341,10676,2.8
677,202214348,10677,3.3
677,202214348,10677,4.5
677,202214341,10677,3.2
677,202214350,10677,4.3
677,202214349,10677,4.6
678,202214555,10678,4.1
678,202214547,10678,3.2
678,202214553,10678,2.3
678,202214552,10678,2.8
678,202214556,10678,4.3
679,202214550,10679,0
679,202214550,10679,5
679,202214556,10679,3.8
679,202214552,10679,3.7
679,202214552,10679,3
680,202214554,10680,2.7
680,202214552,10680,2.8
680,202214552,10680,0
680,202220317,10680,3.8
680,202219429,10680,2.6
681,202220820,10681,3.8
681,202220214,10681,3.5
681,202219100,10681,4.3
681,202219493,10681,3.9
681,202220314,10681,2.3
682,202220376,10682,4.8
682,202219103,10682,4
682,202219900,10682,3.9
682,202220985,10682,2.2
682,202220326,10682,2.7
683,202221155,10683,4.8
683,202220175,10683,2.8
683,202220619,10683,3.5
683,202219302,10683,0
683,202219327,10683,3.2
684,202219077,10684,3.6
684,202219552,10684,3.2
684,202220820,10684,3.8
684,202221119,10684,3.3
684,202220000,10684,3.6
685,202219590,10685,4.6
685,202219154,10685,2.4
685,202219281,10685,3.1
685,202220336,10685,5
685,202220377,10685,3.6
686,202219960,10686,5
686,202222184,10686,3.8
686,202222186,10686,4.1
686,202222191,10686,4
686,202222189,10686,2.7
687,202222190,10687,3.2
687,202222185,10687,3.1
687,202222184,10687,2.3
687,202222191,10687,0
687,202222194,10687,2.7
688,202222185,10688,4
688,202222190,10688,3.1
688,202222186,10688,2.4
688,202222186,10688,4.6
688,202222187,10688,3
689,202222194,10689,4.8
689,202222191,10689,5
689,202222184,10689,2.5
689,202222187,10689,4.4
689,202212284,10689,5
690,202212285,10690,3.4
690,202212289,10690,2.4
690,202212291,10690,4.2
690,202212287,10690,2.3
690,202212285,10690,4.7
691,202212285,10691,3.3
691,202212289,10691,4.2
691,202212291,10691,2.5
691,202212286,10691,0
691,202212282,10691,2.8
692,202212289,10692,2.8
692,202212293,10692,2.8
692,202212280,10692,4.7
692,202212283,10692,3.8
692,202212289,10692,3.6
693,202212291,10693,3
693,202212291,10693,3.6
693,202212282,10693,3.2
693,202212283,10693,2.6
693,202212292,10693,3.1
694,202219369,10694,3.1
694,202219315,10694,3.8
694,202219385,10694,3.5
694,202219341,10694,3.3
694,202219339,10694,2.2
695,202219406,10695,3.9
695,202219316,10695,4.7
695,202219389,10695,0
695,202219407,10695,2.2
695,202219397,10695,2.7
696,202219301,10696,0
696,202219312,10696,4.2
696,202219316,10696,3.3
696,202219324,10696,4.1
696,202219306,10696,2.9
697,202219369,10697,4.7
697,202219388,10697,3.5
697,202219399,10697,3.9
697,202219337,10697,2.6
697,202219329,10697,3.4
698,202219334,10698,3.3
698,202222054,10698,3.1
698,202222055,10698,0
698,202222057,10698,3.3
698,202222056,10698,0
699,202222059,10699,2.5
699,202222059,10699,0
699,202222059,10699,4.8
699,202222052,10699,4
699,202222054,10699,4.7
700,202222054,10700,4.4
700,202222057,10700,2.3
700,202222053,10700,3.6
700,202222052,10700,4.6
700,202222055,10700,2.3
701,202222057,10701,3.6
701,202222058,10701,2.7
701,202222053,10701,2.8
701,202214342,10701,2.9
701,202214341,10701,2.6
702,202214348,10702,2.4
702,202214348,10702,3.4
702,202214341,10702,3.2
702,202214350,10702,4.6
702,202214349,10702,3.3
703,202214342,10703,3.6
703,202214349,10703,2.4
703,202214349,10703,4.8
703,202217345,10703,3.8
703,202214465,10703,3.4
704,202222097,10704,4
704,202220919,10704,0
704,202215634,10704,3.7
704,202221164,10704,3.1
704,202228519,10704,4.6
705,202218017,10705,3.4
705,202219165,10705,4.2
705,202212060,10705,3.2
705,202221619,10705,4.7
705,202218920,10705,4.1
706,202218807,10706,4.3
706,202213660,10706,4.2
706,202213710,10706,4.7
706,202225771,10706,2.5
706,202219609,10706,3.1
709,202213283,10709,3.4
709,202217015,10709,3.7
709,202215573,10709,4.2
710,202220239,10710,3.9
711,202220146,10711,2.7
714,202221860,10714,4.7
714,202221652,10714,3.6
715,202228233,10715,4.1
715,202228489,10715,3
721,202229342,10721,3.6
721,202223709,10721,3.6
722,202224387,10722,3.8
722,202224656,10722,2.5
722,202212092,10722,3.5
722,202214657,10722,3.8
722,202212250,10722,3.6
723,202224669,10723,2.8
723,202229077,10723,2.6
723,202222344,10723,4.7
723,202214279,10723,4.6
723,202224118,10723,4
724,202226328,10724,2.2
724,202219190,10724,4.8
724,202228754,10724,4.6
724,202227508,10724,0
724,202227973,10724,3.5
725,202218935,10725,4.8
725,202225525,10725,3.4
725,202213963,10725,2.3
725,202224538,10725,3.8
725,202227488,10725,3.2
726,202224629,10726,3
726,202221613,10726,4.1
726,202215338,10726,3.8
726,202227658,10726,3.7
726,202213549,10726,4.3
727,202220182,10727,3.3
727,202217153,10727,3.9
727,202217737,10727,4.8
727,202228530,10727,2.2
727,202215123,10727,0
728,202228238,10728,4.4
728,202223198,10728,4.4
728,202224123,10728,2.3
728,202213243,10728,2.6
728,202216417,10728,3.6
729,202221267,10729,3.3
729,202213050,10729,2.4
729,202212417,10729,4.8
729,202216468,10729,3
729,202216335,10729,4.1
730,202217823,10730,0
730,202216296,10730,3.7
730,202218305,10730,2.3
730,202225446,10730,3.6
730,202223794,10730,4.5
731,202224017,10731,4.2
731,202215118,10731,0
731,202213791,10731,3.3
731,202213616,10731,4.2
731,202218659,10731,4.2
732,202213413,10732,3
732,202220305,10732,5
732,202229193,10732,2.8
732,202215163,10732,3.8
732,202224683,10732,2.7
733,202226978,10733,4.4
733,202223388,10733,3.4
733,202215686,10733,4.2
733,202221223,10733,4
733,202226107,10733,2.8
734,202224879,10734,3.2
734,202225119,10734,2.3
734,202227586,10734,3.4
734,202219946,10734,3.6
734,202228350,10734,3.4
735,202223035,10735,3.5
735,202227699,10735,2.8
735,202219766,10735,3.3
735,202219809,10735,4.6
735,202225418,10735,3.4
736,202227201,10736,2.8
736,202224643,10736,4.7
736,202217905,10736,4.4
736,202217543,10736,0
736,202221595,10736,3.6
737,202227191,10737,0
737,202217819,10737,2.6
737,202218169,10737,2.6
737,202222554,10737,2.3
737,202226693,10737,2.6
738,202229208,10738,4.3
738,202217036,10738,4.2
738,202228196,10738,4.1
738,202214748,10738,3.9
738,202222713,10738,4.1
739,202223919,10739,2.8
739,202213774,10739,4.2
739,202215915,10739,3.6
739,202226395,10739,4.8
739,202214147,10739,3.3
740,202220273,10740,4.4
740,202216907,10740,4
740,202216655,10740,3.6
740,202224129,10740,2.3
740,202214886,10740,3.7
741,202215941,10741,3.1
741,202223466,10741,2.5
741,202218284,10741,2.9
741,202222214,10741,4.8
741,202226824,10741,4.7
742,202225376,10742,2.3
742,202222986,10742,3.5
742,202215830,10742,0
742,202218200,10742,3.5
742,202218428,10742,4.6
743,202216992,10743,2.8
743,202220000,10743,3.6
743,202228561,10743,3.8
743,202219071,10743,4.7
743,202220834,10743,4.2
744,202225284,10744,2.3
744,202216555,10744,2.9
744,202219595,10744,0
744,202227346,10744,5
745,202213688,10745,3
745,202223510,10745,4.4
746,202221804,10746,2.9
747,202222961,10747,3.8
747,202215124,10747,2.4
747,202225435,10747,2.4
747,202215483,10747,2.4
748,202224233,10748,2.7
748,202224587,10748,2.7
748,202213257,10748,2.5
748,202226948,10748,4.3
748,202219634,10748,2.5
749,202222171,10749,0
749,202219267,10749,2.3
749,202215332,10749,3.1
749,202214736,10749,2.9
749,202220736,10749,2.4
750,202218610,10750,2.4
750,202216232,10750,2.5
750,202221042,10750,0
750,202216306,10750,5
750,202222279,10750,3
751,202219476,10751,3.2
751,202229263,10751,0
751,202212512,10751,4.2
751,202222929,10751,2.7
751,202219613,10751,0
752,202214934,10752,4.1
752,202227987,10752,4.3
752,202225968,10752,3.2
752,202221016,10752,3.3
752,202213974,10752,4.7
753,202222913,10753,2.7
753,202224467,10753,4.1
753,202216783,10753,4.5
753,202228119,10753,3.4
753,202214254,10753,3.2
754,202221280,10754,3.4
754,202228755,10754,3
754,202223071,10754,0
754,202220362,10754,3.6
754,202213523,10754,3.1
755,202227801,10755,3.4
755,202213790,10755,4.5
755,202229298,10755,4.3
755,202212691,10755,4.6
755,202224505,10755,0
756,202227913,10756,2.3
756,202221219,10756,0
756,202216315,10756,3.6
756,202219326,10756,2.4
756,202224477,10756,3.3
757,202217643,10757,2.3
757,202229427,10757,3.9
757,202217119,10757,3.3
757,202224474,10757,4.2
757,202218542,10757,3.4
758,202215432,10758,3.3
758,202219610,10758,2.5
758,202217753,10758,3.7
758,202225209,10758,2.5
758,202227284,10758,4
759,202219983,10759,2.9
759,202226191,10759,4.6
759,202218450,10759,3.7
759,202226110,10759,3.7
759,202217719,10759,4.8
760,202225790,10760,3.6
760,202216403,10760,4.7
760,202228092,10760,3.6
760,202228273,10760,2.8
760,202226908,10760,3.1
761,202212306,10761,3.8
761,202227415,10761,3.4
761,202227426,10761,3
761,202228066,10761,2.9
761,202214368,10761,4.6
762,202216855,10762,3.8
762,202219315,10762,3.9
762,202221782,10762,3.4
762,202228244,10762,2.9
762,202227879,10762,3.2
763,202216981,10763,3.8
765,202228782,10765,2.9
765,202212365,10765,2.2
765,202214830,10765,3.2
766,202214648,10766,2.8
766,202223956,10766,3
766,202227451,10766,4.7
766,202223240,10766,2.9
767,202219337,10767,4.3
767,202227360,10767,2.6
767,202214114,10767,4.5
767,202224000,10767,3.7
767,202221486,10767,2.4
768,202227721,10768,4
768,202219841,10768,2.4
768,202214207,10768,4.4
768,202220198,10768,3.1
768,202212355,10768,4.6
769,202222021,10769,4
769,202213824,10769,2.3
769,202229471,10769,2.9
769,202228853,10769,4.4
769,202217155,10769,0
770,202215482,10770,3.6
770,202221019,10770,2.6
770,202221224,10770,2.5
770,202220732,10770,4.7
770,202228217,10770,4.8
771,202215315,10771,4.8
771,202217046,10771,3.8
771,202224819,10771,2.9
771,202214788,10771,3.7
771,202218755,10771,3.6
772,202216429,10772,4.2
772,202226105,10772,3.4
772,202214353,10772,4.6
772,202220905,10772,2.5
773,202214975,10773,5
773,202213465,10773,4.8
773,202221398,10773,3.3
773,202214760,10773,4.5
773,202213926,10773,5
774,202220569,10774,0
774,202213816,10774,2.5
774,202212355,10774,3.5
774,202228439,10774,2.7
775,202222006,10775,3.8
775,202220420,10775,2.3
775,202222216,10775,4.1
775,202218715,10775,0
775,202227036,10775,4.2
776,202215748,10776,4
776,202215333,10776,2.8
776,202223382,10776,4.6
776,202213272,10776,3.1
776,202220636,10776,3.3
777,202227777,10777,4.4
777,202219565,10777,2.6
777,202227625,10777,3.7
777,202220471,10777,3.1
777,202227636,10777,3.5
778,202223685,10778,4.7
778,202223891,10778,4.6
778,202228797,10778,3.6
778,202227764,10778,3.3
778,202222585,10778,4.4
779,202220822,10779,3.3
779,202228643,10779,3.4
779,202218597,10779,0
779,202214266,10779,4.3
779,202223015,10779,3.1
780,202227277,10780,3.8
780,202225903,10780,3.2
780,202220114,10780,3
780,202215358,10780,4.8
780,202219864,10780,3.1
781,202212866,10781,2.5
781,202216475,10781,4
781,202220589,10781,4.5
781,202214951,10781,3.6
781,202217455,10781,3.8
782,202217582,10782,2.7
782,202225385,10782,3.7
786,202219334,10786,3.1
789,202222057,10789,2.6
789,202222058,10789,2.8
789,202222053,10789,3
789,202213373,10789,2.9
789,202213375,10789,3
790,202213374,10790,4.2
790,202213372,10790,4.1
790,202213372,10790,2.9
790,202213372,10790,2.4
790,202213374,10790,4.8
791,202213377,10791,2.5
791,202213377,10791,3.8
791,202213376,10791,2.4
791,202213376,10791,4.7
791,202213377,10791,3.5
792,202213374,10792,3.9
792,202213373,10792,2.8
792,202213372,10792,3.9
792,202213375,10792,3.3
792,202213372,10792,3.1
793,202213373,10793,2.9
793,202213373,10793,3.2
793,202214399,10793,2.7
793,202214399,10793,4.5
793,202214392,10793,4.8
794,202214393,10794,2.5
794,202214396,10794,3.8
794,202214393,10794,3.8
794,202214398,10794,2.8
794,202214396,10794,2.5
795,202214397,10795,2.2
795,202214400,10795,2.6
795,202225965,10795,3.3
795,202225973,10795,2.9
795,202225969,10795,4.5
796,202225957,10796,3.2
796,202225973,10796,4.6
796,202225964,10796,3.8
796,202225972,10796,3.2
796,202225975,10796,4.5
797,202225964,10797,3.3
797,202225957,10797,4
797,202214342,10797,4.7
797,202214341,10797,2.6
797,202214348,10797,2.5
798,202214348,10798,3.1
798,202214341,10798,2.5
798,202214350,10798,3.1
798,202214349,10798,4.1
798,202214555,10798,4.1
799,202214547,10799,3.7
799,202214553,10799,3
799,202214552,10799,3.1
799,202214556,10799,4.7
799,202214550,10799,3.8
800,202214550,10800,4.8
800,202214556,10800,2.9
800,202214552,10800,2.6
800,202214552,10800,3.9
800,202214554,10800,3.3
801,202214552,10801,3.8
801,202214552,10801,2.2
801,202220317,10801,4.7
801,202219429,10801,3.2
801,202220820,10801,3
802,202220214,10802,2.4
802,202219100,10802,2.8
802,202219493,10802,2.4
802,202220376,10802,2.3
803,202219103,10803,0
803,202219900,10803,3.3
803,202220985,10803,2.6
803,202220326,10803,3.5
803,202221155,10803,4.1
804,202220175,10804,2.9
804,202220619,10804,4
804,202219302,10804,3.6
804,202219327,10804,2.9
804,202219077,10804,3.7
805,202219552,10805,3.1
805,202220820,10805,2.6
805,202221119,10805,3.1
805,202220000,10805,2.7
805,202219590,10805,4
806,202219154,10806,2.9
806,202219281,10806,3.5
806,202220336,10806,3.8
806,202220377,10806,3.7
806,202219960,10806,4.1
807,202222194,10807,4.1
807,202222193,10807,2.6
807,202222186,10807,2.3
807,202222191,10807,4.3
807,202222189,10807,3.4
808,202222187,10808,2.4
808,202222187,10808,3.7
808,202222193,10808,3
808,202222190,10808,2.8
