Category,Sub Category,Simplified Category,Brand Name,Product Name,Weight,MRP/Unit,Product ID,Image URL,Rating,No of Users Purchased
Gourmet World Food,Snacks Dry Fruits Nuts,Groceries,Cornitos,Nacho Crisps - Sizzlin Jalapeno,3 x 30 g Multipack ,60.0,202212193,https://www.bigbasket.com/media/uploads/p/s/1213159_1-cornitos-nacho-crisps-sizzlin-jalapeno.jpg,4.7,87
Gourmet World Food,Snacks Dry Fruits Nuts,Groceries,Wingreens Farms,Chatpata Pudina Naan Chips,2 x 60 g Multipack ,80.0,202212194,https://www.bigbasket.com/media/uploads/p/s/1214047_1-wingreens-farms-chatpata-pudina-naan-chips.jpg,4.7,74
Gourmet World Food,Snacks Dry Fruits Nuts,Groceries,Cornitos,Nacho Chips - Melange,70 g ,50.0,202212195,https://www.bigbasket.com/media/uploads/p/s/40126901_4-cornitos-nacho-chips-melange.jpg,4.4,92
Gourmet World Food,Snacks Dry Fruits Nuts,Groceries,Graminway,Crunchy Soya Chips,100 g ,99.0,202212196,https://www.bigbasket.com/media/uploads/p/s/40147722_1-graminway-crunchy-soya-chips.jpg,4.4,80
Gourmet World Food,Snacks Dry Fruits Nuts,Groceries,Wingreens Farms,Naan Chips - Butter Garlic,150 g  ,95.0,202212197,https://www.bigbasket.com/media/uploads/p/s/40191272_1-wingreens-farms-naan-chips-butter-garlic.jpg,4.4,29
Gourmet World Food,Snacks Dry Fruits Nuts,Groceries,Wingreens Farms,Honey Mustard Sauce 130 g + Naan Chips - Butter Garlic 30 g,Combo 2 Items,139.0,202212198,https://www.bigbasket.com/media/uploads/p/s/1215078_1-wingreens-farms-honey-mustard-sauce-130-g-naan-chips-butter-garlic-30-g.jpg,4.6,65
Gourmet World Food,Snacks Dry Fruits Nuts,Groceries,Cornitos,Nacho Crisps Tikka Masala 60g + Kingfisher Radler Lemon NonAlcoholic Drink 300ml,Combo 2 Items,85.0,202212199,https://www.bigbasket.com/media/uploads/p/s/1212789_1-cornitos-nacho-crisps-tikka-masala-60g-kingfisher-radler-lemon-nonalcoholic-drink-300ml.jpg,4.0,98
Gourmet World Food,Snacks Dry Fruits Nuts,Groceries,Cornitos,Taco Shells - 6 Inches,12 pcs ,160.0,202212200,https://www.bigbasket.com/media/uploads/p/s/40166032_2-cornitos-taco-shells-6-inches.jpg,4.4,58
Gourmet World Food,Snacks Dry Fruits Nuts,Groceries,Makino,Nacho Chips - Sweet Chilli,2x60 g Multipack ,70.0,202212201,https://www.bigbasket.com/media/uploads/p/s/1208928_3-makino-nacho-chips-sweet-chilli.jpg,4.7,70
Gourmet World Food,Snacks Dry Fruits Nuts,Groceries,Makino,"Nacho Chips - Jalapeno, Without Onion & Garlic, No Trans Fat & Cholesterol",2x60 g Multipack ,70.0,202212202,https://www.bigbasket.com/media/uploads/p/s/1208940_4-makino-nacho-chips-jalapeno-without-onion-garlic-no-trans-fat-cholesterol.jpg,4.0,69
Gourmet World Food,Snacks Dry Fruits Nuts,Groceries,Wingreens Farms,Chip N Dip - Tangy Cheese Pita Chips With Mexican Dip,2 x 70 g Multipack ,120.0,202212203,https://www.bigbasket.com/media/uploads/p/s/1214038_1-wingreens-farms-chip-n-dip-tangy-cheese-pita-chips-with-mexican-dip.jpg,4.2,77
Gourmet World Food,Snacks Dry Fruits Nuts,Groceries,Cornitos,Nacho Chips - Sweet Chili,150 g Pouch ,85.0,202212204,https://www.bigbasket.com/media/uploads/p/s/30005537_2-cornitos-nacho-chips-sweet-chili.jpg,4.5,62
Gourmet World Food,Snacks Dry Fruits Nuts,Groceries,Slurrp Farm,Mighty Puff - Tangy Tomato,20 g Pouch ,20.0,202212205,https://www.bigbasket.com/media/uploads/p/s/40164602_1-slurrp-farm-mighty-puff-tangy-tomato.jpg,4.8,86
Gourmet World Food,Snacks Dry Fruits Nuts,Groceries,Makino,Nacho Chips - Cheese + Jalapeno (100 g each) + Nacho Chips Sweet Chilli 60 g,Combo 3 Items,175.0,202212206,https://www.bigbasket.com/media/uploads/p/s/1208924_3-makino-nacho-chips-cheese-jalapeno-100-g-each-nacho-chips-sweet-chilli-60-g.jpg,4.8,79
Beauty Hygiene,Skin Care,Groceries,Vaseline,Intensive Care Deep Restore Body Lotion,3x400 ml Multipack ,1005.0,202212207,https://www.bigbasket.com/media/uploads/p/s/1211028_3-vaseline-intensive-care-deep-restore-body-lotion.jpg,4.8,92
Beauty Hygiene,Skin Care,Groceries,Nivea,"Body Lotion - Nourishing Body Milk, For Very Dry Skin",3x400 ml Multipack ,1197.0,202212208,https://www.bigbasket.com/media/uploads/p/s/1212185_2-nivea-body-lotion-nourishing-body-milk-for-very-dry-skin.jpg,5.0,91
Beauty Hygiene,Skin Care,Groceries,Nivea,"Cocoa Nourish Body Lotion For Very Dry Skin - With Coconut Oil & Cocoa Butter, For Men & Women",400 ml  ,425.0,202212209,https://www.bigbasket.com/media/uploads/p/s/40029010_4-nivea-cocoa-nourish-body-lotion-for-very-dry-skin-with-coconut-oil-cocoa-butter-for-men-women.jpg,4.7,72
Beauty Hygiene,Skin Care,Groceries,Vaseline,Intensive Care Aloe Fresh Body Lotion,3x400 ml Multipack ,1125.0,202212210,https://www.bigbasket.com/media/uploads/p/s/1212188_2-vaseline-intensive-care-aloe-fresh-body-lotion.jpg,4.8,88
Beauty Hygiene,Skin Care,Groceries,Nivea,Soft-Light Moisturising Cream,3x300 ml Multipack ,1197.0,202212211,https://www.bigbasket.com/media/uploads/p/s/1212184_2-nivea-soft-light-moisturising-cream.jpg,4.8,34
Beauty Hygiene,Skin Care,Groceries,Vaseline,Intensive Care Cocoa Glow Body Lotion,3x400 ml Multipack ,1197.0,202212212,https://www.bigbasket.com/media/uploads/p/s/1212183_1-vaseline-intensive-care-cocoa-glow-body-lotion.jpg,4.5,35
Beauty Hygiene,Skin Care,Groceries,Nivea,"Body Lotion - Express Hydration, For Normal Skin",3x400 ml Multipack ,1197.0,202212213,https://www.bigbasket.com/media/uploads/p/s/1212186_2-nivea-body-lotion-express-hydration-for-normal-skin.jpg,4.2,25
Beauty Hygiene,Skin Care,Groceries,Nivea,"Buy One Get One, Self Care Combo, Deo Roll On 50ml + Body Lotion 400ml",Combo 2 Items,598.0,202212214,https://www.bigbasket.com/media/uploads/p/s/1214798_1-nivea-buy-one-get-one-self-care-combo-deo-roll-on-50ml-body-lotion-400ml.jpg,4.9,27
Beauty Hygiene,Skin Care,Groceries,Nivea,"Body Lotion - Aloe Hydration, For Normal Skin",3x400 ml Multipack ,1275.0,202212215,https://www.bigbasket.com/media/uploads/p/s/1212191_2-nivea-body-lotion-aloe-hydration-for-normal-skin.jpg,4.6,51
Beauty Hygiene,Skin Care,Groceries,Nivea,"Body Lotion - Shea Smooth Milk, For Dry Skin",3x400 ml Multipack ,1275.0,202212216,https://www.bigbasket.com/media/uploads/p/s/1212187_2-nivea-body-lotion-shea-smooth-milk-for-dry-skin.jpg,4.7,84
Beauty Hygiene,Skin Care,Groceries,Nivea,"Buy One Get One, Cleanse & Care Combo,  Body Wash 250 ml+ Body Lotion 400 ml",Combo 2 Items,624.0,202212217,https://www.bigbasket.com/media/uploads/p/s/1212166_2-nivea-buy-one-get-one-cleanse-care-combo-body-wash-250-ml-body-lotion-400-ml.jpg,4.7,55
Beauty Hygiene,Skin Care,Groceries,Nivea,"Buy One Get One, Self Care Combo, Deodorant Roll On 50 ml + Body Lotion 400 ml",Combo 2 Items,598.0,202212218,https://www.bigbasket.com/media/uploads/p/s/1214799_1-nivea-buy-one-get-one-self-care-combo-deodorant-roll-on-50-ml-body-lotion-400-ml.jpg,4.4,50
Beauty Hygiene,Skin Care,Groceries,Green Leaf,Aloe Vera Skin Gel,2x500 g Multipack ,760.0,202212219,https://www.bigbasket.com/media/uploads/p/s/1209624_1-green-leaf-aloe-vera-skin-gel.jpg,4.4,93
Beauty Hygiene,Skin Care,Groceries,Vaseline,Healthy Bright Daily Brightening Body Lotion,2x400 ml (Multipack) ,750.0,202212220,https://www.bigbasket.com/media/uploads/p/s/1208536_4-vaseline-healthy-bright-daily-brightening-body-lotion.jpg,4.5,33
Beauty Hygiene,Skin Care,Groceries,Himalaya,Cocoa Butter Intensive Body Lotion,2x400 ml (Multipack) ,560.0,202212221,https://www.bigbasket.com/media/uploads/p/s/1208537_4-himalaya-cocoa-butter-intensive-body-lotion.jpg,4.2,43
Beauty Hygiene,Skin Care,Groceries,Parachute Advansed,Deep Nourish Body Lotion,2x400 ml (Multipack) ,620.0,202212222,https://www.bigbasket.com/media/uploads/p/s/1208528_4-parachute-advansed-deep-nourish-body-lotion.jpg,4.4,51
Beauty Hygiene,Skin Care,Groceries,Nutrinorm,"Extra Moisturizing Body Lotion - With Bee Wax, Coconut & Almond Oil",250 ml ,499.0,202212223,https://www.bigbasket.com/media/uploads/p/s/40218821_1-nutrinorm-extra-moisturizing-body-lotion-with-bee-wax-coconut-almond-oil.jpg,4.8,98
Beauty Hygiene,Skin Care,Groceries,Swiss Beauty,"Kapok Romantic Floral Hand Cream - With Shea Butter, Moisturises Deeply",35 g ,99.0,202212224,https://www.bigbasket.com/media/uploads/p/s/40223762_1-swiss-beauty-kapok-romantic-floral-hand-cream-with-shea-butter-moisturises-deeply.jpg,4.9,83
Beauty Hygiene,Skin Care,Groceries,Joy,Pure Aloe Repairing & Soothing Aloe Vera Gel - For Face & Body,300 ml ,249.0,202212225,https://www.bigbasket.com/media/uploads/p/s/40213208_1-joy-pure-aloe-repairing-soothing-aloe-vera-gel-for-face-body.jpg,4.2,94
Beauty Hygiene,Skin Care,Groceries,Joy,Vitamin C Glow Reviving & Skin Brightening Gel - For Face & Body,300 ml ,299.0,202212226,https://www.bigbasket.com/media/uploads/p/s/40213209_1-joy-vitamin-c-glow-reviving-skin-brightening-gel-for-face-body.jpg,4.8,96
Beauty Hygiene,Skin Care,Groceries,Joy,Pure Aloe Multi-Benefit Body Lotion,300 ml  ,210.0,202212227,https://www.bigbasket.com/media/uploads/p/s/40157234_2-joy-pure-aloe-multi-benefit-body-lotion.jpg,4.8,52
Beauty Hygiene,Skin Care,Groceries,Joy,Natural Rose Indulgent & Pampering  Body Serum Lotion - With Geranium & Chamellia Essential Oils,300 ml ,275.0,202212228,https://www.bigbasket.com/media/uploads/p/s/40228282_1-joy-natural-rose-indulgent-pampering-body-serum-lotion-with-geranium-chamellia-essential-oils.jpg,4.1,100
Beauty Hygiene,Skin Care,Groceries,Swiss Beauty,"Cherry Romantic Floral Hand Cream - With Shea Butter, Moisturises Deeply",35 g ,99.0,202212229,https://www.bigbasket.com/media/uploads/p/s/40223763_1-swiss-beauty-cherry-romantic-floral-hand-cream-with-shea-butter-moisturises-deeply.jpg,4.3,88
Beauty Hygiene,Skin Care,Groceries,Swiss Beauty,"Chamomile Romantic Floral Hand Cream - With Shea Butter, Moisturises Deeply",35 g ,99.0,202212230,https://www.bigbasket.com/media/uploads/p/s/40223764_1-swiss-beauty-chamomile-romantic-floral-hand-cream-with-shea-butter-moisturises-deeply.jpg,4.7,72
Beauty Hygiene,Skin Care,Groceries,Swiss Beauty,"Jasmine Romantic Floral Hand Cream - With Shea Butter, Moisturises Deeply",35 g ,99.0,202212231,https://www.bigbasket.com/media/uploads/p/s/40223765_1-swiss-beauty-jasmine-romantic-floral-hand-cream-with-shea-butter-moisturises-deeply.jpg,4.5,60
Beauty Hygiene,Skin Care,Groceries,Nivea,"Buy One Get One, Cleanse & Care Combo, Body Wash 250 ml +  Body Lotion 400ml",Combo 2 Items,624.0,202212232,https://www.bigbasket.com/media/uploads/p/s/1214800_1-nivea-buy-one-get-one-cleanse-care-combo-body-wash-250-ml-body-lotion-400ml.jpg,5.0,56
Beauty Hygiene,Skin Care,Groceries,Himalaya,Aloe & Cucumber Refreshing Body Lotion,2x400 ml (Multipack) ,560.0,202212233,https://www.bigbasket.com/media/uploads/p/s/1208542_5-himalaya-aloe-cucumber-refreshing-body-lotion.jpg,4.2,35
Beauty Hygiene,Skin Care,Groceries,Nivea,"Cleanse, Care, Refresh: Body Lotion + Body Wash + Women Roll On",Combo 3 Items,849.0,202212234,https://www.bigbasket.com/media/uploads/p/s/1212143_1-nivea-cleanse-care-refresh-body-lotion-body-wash-women-roll-on.jpg,4.1,35
Beauty Hygiene,Skin Care,Groceries,Himalaya,Nourishing Body Lotion,200 ml  ,150.0,202212235,https://www.bigbasket.com/media/uploads/p/s/40000416_11-himalaya-nourishing-body-lotion.jpg,4.0,45
Beauty Hygiene,Skin Care,Groceries,Vaseline,Derma Care Advanced Repair Body Lotion,100 ml  ,140.0,202212236,https://www.bigbasket.com/media/uploads/p/s/40042298_4-vaseline-derma-care-advanced-repair-body-lotion.jpg,4.2,39
Beauty Hygiene,Skin Care,Groceries,Lakme,Peach Milk Moisturizer Body Lotion,200 ml Bottle ,349.0,202212237,https://www.bigbasket.com/media/uploads/p/s/100494176_5-lakme-peach-milk-moisturizer-body-lotion.jpg,4.7,85
Beauty Hygiene,Skin Care,Groceries,BIOTIQUE,Bio Morning - Nectar Visibly Flawless Skin Moisturizer For All Skin Types,120 ml Carton ,199.0,202212238,https://www.bigbasket.com/media/uploads/p/s/102932_12-biotique-bio-morning-nectar-visibly-flawless-skin-moisturizer-for-all-skin-types.jpg,4.7,76
Beauty Hygiene,Skin Care,Groceries,Himalaya,Rich Cocoa Butter Body Cream,200 ml ,270.0,202212239,https://www.bigbasket.com/media/uploads/p/s/40105935_3-himalaya-rich-cocoa-butter-body-cream.jpg,4.1,64
Beauty Hygiene,Skin Care,Groceries,Vaseline,"Intensive Care Calming Lavender Body Lotion - Non-Greasy Formula, Moisturising",400 ml  ,375.0,202212240,https://www.bigbasket.com/media/uploads/p/s/40181364_5-vaseline-intensive-care-calming-lavender-body-lotion-non-greasy-formula-moisturising.jpg,4.8,52
Beauty Hygiene,Skin Care,Groceries,moha,Moha Foot Care Cream - Herbal Solution For Beautiful Feet.,50 ml TUBE ,140.0,202212241,https://www.bigbasket.com/media/uploads/p/s/40206550_1-moha-moha-foot-care-cream-herbal-solution-for-beautiful-feet.jpg,4.5,86
Beauty Hygiene,Skin Care,Groceries,moha,Herbal Sunscreen Lotion,100 ml TUBE,260.0,202212242,https://www.bigbasket.com/media/uploads/p/s/40206555_1-moha-herbal-sunscreen-lotion.jpg,4.1,94
Beauty Hygiene,Skin Care,Groceries,Lakme,Peach Milk Moisturiser - SPF 24 PA++,2x200 ml (Multipack) ,850.0,202212243,https://www.bigbasket.com/media/uploads/p/s/1213575_2-lakme-peach-milk-moisturiser-spf-24-pa.jpg,4.9,35
Beauty Hygiene,Skin Care,Groceries,Lakme,Peach Milk Soft Creme,250 g  ,375.0,202212244,https://www.bigbasket.com/media/uploads/p/s/40147011_1-lakme-peach-milk-soft-creme.jpg,4.4,79
Beauty Hygiene,Skin Care,Groceries,Vaseline,Sun + Pollution Protection SPF 30 Body Lotion,3x400 ml Multipack ,1197.0,202212245,https://www.bigbasket.com/media/uploads/p/s/1212192_2-vaseline-sun-pollution-protection-spf-30-body-lotion.jpg,4.3,28
Beauty Hygiene,Skin Care,Groceries,Kapiva,Pure Aloe Vera Hydrating Gel,500 g  ,450.0,202212246,https://www.bigbasket.com/media/uploads/p/s/40180051_4-kapiva-pure-aloe-vera-hydrating-gel.jpg,4.2,86
Beauty Hygiene,Skin Care,Groceries,Dove,Supple Bounce Body Lotion,400 ml  ,425.0,202212247,https://www.bigbasket.com/media/uploads/p/s/40203230_1-dove-supple-bounce-body-lotion.jpg,4.9,100
Beauty Hygiene,Skin Care,Groceries,Nivea,Body Lotion For Dry Skin With Rose & Argan Oil,400 ml  ,425.0,202212248,https://www.bigbasket.com/media/uploads/p/s/40148109_2-nivea-body-lotion-for-dry-skin-with-rose-argan-oil.jpg,4.1,62
Beauty Hygiene,Skin Care,Groceries,Parachute Advansed,Olive & Almond Body Oil For Nourished Glowing Skin,200 ml  ,135.0,202212249,https://www.bigbasket.com/media/uploads/p/s/40200749_1-parachute-advansed-olive-almond-body-oil-for-nourished-glowing-skin.jpg,4.2,78
Beauty Hygiene,Skin Care,Groceries,Vlcc,Skin Defense Almond Nourishing Body Lotion,350 ml Each Buy 1 Get 1,275.0,202212250,https://www.bigbasket.com/media/uploads/p/s/40041691_9-vlcc-skin-defense-almond-nourishing-body-lotion.jpg,5.0,90
Beauty Hygiene,Skin Care,Groceries,Joy,Honey & Almonds Advanced Nourishing Body Lotion,2x500 ml (Multipack) ,630.0,202212251,https://www.bigbasket.com/media/uploads/p/s/1214351_1-joy-honey-almonds-advanced-nourishing-body-lotion.jpg,4.0,45
Beauty Hygiene,Skin Care,Groceries,Dove,Light Hydration Body Lotion,400 ml  ,399.0,202212252,https://www.bigbasket.com/media/uploads/p/s/40203228_1-dove-light-hydration-body-lotion.jpg,4.4,30
Beauty Hygiene,Skin Care,Groceries,Nivea,Extra Whitening Cell Repair Body Lotion  SPF 15 & 50x Vitamin C,400 ml ,449.0,202212253,https://www.bigbasket.com/media/uploads/p/s/40007430_9-nivea-extra-whitening-cell-repair-body-lotion-spf-15-50x-vitamin-c.jpg,4.4,92
Beauty Hygiene,Skin Care,Groceries,Aveeno,Daily Moisturizing Lotion - For Normal & Dry Skin,354 ml ,950.0,202212254,https://www.bigbasket.com/media/uploads/p/s/40120867_2-aveeno-daily-moisturizing-lotion-for-normal-dry-skin.jpg,4.1,70
Beauty Hygiene,Oral Care,Groceries,Formula,Tongue Cleaner,1 pc Carton,55.0,202212255,https://www.bigbasket.com/media/uploads/p/s/40061695_2-formula-tongue-cleaner.jpg,4.4,31
Beauty Hygiene,Oral Care,Groceries,Lexus,Tongue Cleaner - Copper 004,1 pc Carton,98.0,202212256,https://www.bigbasket.com/media/uploads/p/s/40208528_1-lexus-tongue-cleaner-copper-004.jpg,4.1,57
Beauty Hygiene,Oral Care,Groceries,Lexus,Tongue Cleaner - Stainless Steel 005,1 pc Carton,131.0,202212257,https://www.bigbasket.com/media/uploads/p/s/40208527_1-lexus-tongue-cleaner-stainless-steel-005.jpg,4.5,66
Beauty Hygiene,Oral Care,Groceries,Mr. Copper,Classic Tongue Cleaner - Copper,1 pc ,145.0,202212258,https://www.bigbasket.com/media/uploads/p/s/40186281_1-mr-copper-classic-tongue-cleaner-copper.jpg,4.2,64
Beauty Hygiene,Oral Care,Groceries,Mr. Copper,Premium Tongue Cleaner - Copper,1 pc ,195.0,202212259,https://www.bigbasket.com/media/uploads/p/s/40186280_1-mr-copper-premium-tongue-cleaner-copper.jpg,4.7,96
Beauty Hygiene,Oral Care,Groceries,Lexus,Tongue Cleaner - Copper 006,1 pc Carton,159.0,202212260,https://www.bigbasket.com/media/uploads/p/s/40208526_1-lexus-tongue-cleaner-copper-006.jpg,4.2,43
Foodgrains Oil Masala,Edible Oils Ghee,Groceries,Nandini,Pure Ghee/Tuppa,200 ml Pouch ,101.0,202212261,https://www.bigbasket.com/media/uploads/p/s/148674_2-nandini-pure-ghee.jpg,4.2,37
Foodgrains Oil Masala,Edible Oils Ghee,Groceries,Fortune ,Sun Lite - Sunflower Refined Oil,1 L Pouch,185.0,202212262,https://www.bigbasket.com/media/uploads/p/s/274145_14-fortune-sun-lite-sunflower-refined-oil.jpg,4.6,27
Foodgrains Oil Masala,Edible Oils Ghee,Groceries,Fortune ,Fortune Premium Kachi Ghani Pure Mustard Oil,1L Pet Bottle ,250.0,202212263,https://www.bigbasket.com/media/uploads/p/s/276756_8-fortune-fortune-premium-kachi-ghani-pure-mustard-oil.jpg,5.0,96
Foodgrains Oil Masala,Edible Oils Ghee,Groceries,Sunpure ,Refined - Sunflower Oil,1 L Pouch,180.0,202212264,https://www.bigbasket.com/media/uploads/p/s/274120_3-sunpure-refined-sunflower-oil.jpg,4.5,65
Foodgrains Oil Masala,Edible Oils Ghee,Groceries,Idhayam,Oil - Gingelly,500 ml Pouch ,163.0,202212265,https://www.bigbasket.com/media/uploads/p/s/148682_1-idhayam-oil-gingelly.jpg,4.1,38
Foodgrains Oil Masala,Edible Oils Ghee,Groceries,Fortune ,Rice Bran Oil,1 L Pouch,205.0,202212266,https://www.bigbasket.com/media/uploads/p/s/100647221_11-fortune-rice-bran-oil.jpg,4.7,57
Foodgrains Oil Masala,Edible Oils Ghee,Groceries,Fortune ,Sun Lite - Sunflower Refined Oil,5 L Can ,1005.0,202212267,https://www.bigbasket.com/media/uploads/p/s/274148_14-fortune-sun-lite-sunflower-refined-oil.jpg,4.1,62
Foodgrains Oil Masala,Edible Oils Ghee,Groceries,Freedom,Refined Oil - Sunflower,1 L Pouch,204.0,202212268,https://www.bigbasket.com/media/uploads/p/s/271035_3-freedom-refined-oil-sunflower.jpg,4.4,48
Foodgrains Oil Masala,Edible Oils Ghee,Groceries,Gold Winner,Refined - Sunflower Oil,1 L Pouch ,165.0,202212269,https://www.bigbasket.com/media/uploads/p/s/274141_9-gold-winner-refined-sunflower-oil.jpg,4.5,83
Foodgrains Oil Masala,Edible Oils Ghee,Groceries,Grb,Ghee/Tuppa,200 ml Bottle ,142.0,202212270,https://www.bigbasket.com/media/uploads/p/s/252427_7-grb-ghee.jpg,4.7,83
Foodgrains Oil Masala,Edible Oils Ghee,Groceries,Saffola,Tasty Refined Cooking oil | Blended Rice bran & Corn oil | Pro Fitness Conscious,1 L Pouch,195.0,202212271,https://www.bigbasket.com/media/uploads/p/s/100554_6-saffola-tasty-refined-cooking-oil-blended-rice-bran-corn-oil-pro-fitness-conscious.jpg,4.7,85
Foodgrains Oil Masala,Edible Oils Ghee,Groceries,BORGES,Olive Oil - Extra Light 2 L Bottle + Durum Wheat Pasta Penne Rigate 500 g Pouch,Combo 2 Items,2850.0,202212272,https://www.bigbasket.com/media/uploads/p/s/1212929_1-borges-olive-oil-extra-light-2-l-bottle-durum-wheat-pasta-penne-rigate-500-g-pouch.jpg,4.4,29
Foodgrains Oil Masala,Edible Oils Ghee,Groceries,Saffola,Gold Refined Cooking oil | Blended Rice Bran & Sunflower oil | Helps Keeps Heart Healthy,5 L Jar ,1240.0,202212273,https://www.bigbasket.com/media/uploads/p/s/147493_13-saffola-gold-refined-cooking-oil-blended-rice-bran-sunflower-oil-helps-keeps-heart-healthy.jpg,4.3,93
Foodgrains Oil Masala,Edible Oils Ghee,Groceries,Klf ,Coconad - Coconut Oil,1 L Pouch ,320.0,202212274,https://www.bigbasket.com/media/uploads/p/s/262815_2-klf-coconad-coconut-oil.jpg,4.9,42
Foodgrains Oil Masala,Edible Oils Ghee,Groceries,bb Combo,Dhara  Oil - Groundnut 5L + Madhur Sugar - Refined 1Kg,Combo 2 Items,1285.0,202212275,https://www.bigbasket.com/media/uploads/p/s/1200470_2-bb-combo-dhara-oil-groundnut-5l-madhur-sugar-refined-1kg.jpg,4.5,47
Foodgrains Oil Masala,Edible Oils Ghee,Groceries,Saffola,Gold Refined Cooking oil | Blended Rice Bran & Sunflower oil | Helps Keeps Heart Healthy,1 L Pouch,235.0,202212276,https://www.bigbasket.com/media/uploads/p/s/147491_7-saffola-gold-refined-cooking-oil-blended-rice-bran-sunflower-oil-helps-keeps-heart-healthy.jpg,5.0,30
Foodgrains Oil Masala,Edible Oils Ghee,Groceries,BORGES,Olive Oil - Extra Light,2x2 L Multipack ,5200.0,202212277,https://www.bigbasket.com/media/uploads/p/s/1211853_2-borges-olive-oil-extra-light.jpg,4.9,60
Foodgrains Oil Masala,Edible Oils Ghee,Groceries,Grb,Ghee/Tuppa,500 ml Pouch ,330.0,202212278,https://www.bigbasket.com/media/uploads/p/s/252423_6-grb-ghee.jpg,4.4,50
Foodgrains Oil Masala,Edible Oils Ghee,Groceries,Fresho Organic,Cow Desi Ghee/Tuppa,2x1 L (Multipack) ,1998.0,202212279,https://www.bigbasket.com/media/uploads/p/s/1212447_2-fresho-organic-cow-desi-gheetuppa.jpg,4.6,29
Foodgrains Oil Masala,Edible Oils Ghee,Groceries,Fresho,Pure Ghee,2x1 L Multipack ,1350.0,202212280,https://www.bigbasket.com/media/uploads/p/s/1212854_1-fresho-pure-ghee.jpg,4.6,85
Foodgrains Oil Masala,Edible Oils Ghee,Groceries,Amul,Pure Ghee,2 x 1 L Multipack ,1000.0,202212281,https://www.bigbasket.com/media/uploads/p/s/1214145_1-amul-pure-ghee.jpg,4.3,56
Foodgrains Oil Masala,Edible Oils Ghee,Groceries,Dhara ,Oil - Groundnut,5 L Can ,1225.0,202212282,https://www.bigbasket.com/media/uploads/p/s/134006_5-dhara-oil-groundnut.jpg,4.9,41
Foodgrains Oil Masala,Edible Oils Ghee,Groceries,Patanjali,Mustard Oil,1 L Bottle,200.0,202212283,https://www.bigbasket.com/media/uploads/p/s/30002397_3-patanjali-mustard-oil.jpg,4.6,86
Foodgrains Oil Masala,Edible Oils Ghee,Groceries,Dhara ,Refined - Sunflower Oil,1 L Pouch ,235.0,202212284,https://www.bigbasket.com/media/uploads/p/s/276757_7-dhara-refined-sunflower-oil.jpg,4.7,47
Foodgrains Oil Masala,Edible Oils Ghee,Groceries,Dhara ,Oil - Mustard (Kachi Ghani),1 L Bottle ,235.0,202212285,https://www.bigbasket.com/media/uploads/p/s/212470_4-dhara-oil-mustard-kachi-ghani.jpg,4.1,81
Foodgrains Oil Masala,Edible Oils Ghee,Groceries,Sunpure ,Refined Sunflower - Oil,5 L Can,875.0,202212286,https://www.bigbasket.com/media/uploads/p/s/274125_2-sunpure-refined-sunflower-oil.jpg,4.6,80
Foodgrains Oil Masala,Edible Oils Ghee,Groceries,Freedom,Oil - Groundnut,1 L ,220.0,202212287,https://www.bigbasket.com/media/uploads/p/s/40127032_4-freedom-oil-groundnut.jpg,4.2,50
Foodgrains Oil Masala,Edible Oils Ghee,Groceries,BB Royal Organic,Organic Cold Pressed Sunflower Cooking Oil,2x1L Multipack ,700.0,202212288,https://www.bigbasket.com/media/uploads/p/s/1213798_1-bb-royal-organic-organic-cold-pressed-sunflower-cooking-oil.jpg,5.0,64
Foodgrains Oil Masala,Edible Oils Ghee,Groceries,Mr. Gold,Nakshatra Pooja Oil,500 ml  ,120.0,202212289,https://www.bigbasket.com/media/uploads/p/s/40141960_2-mr-gold-nakshatra-pooja-oil.jpg,4.5,86
Foodgrains Oil Masala,Edible Oils Ghee,Groceries,Saffola,Active Refined Cooking oil | Blended Rice Bran & SoyaBean oil | Pro Weight Watchers,1 L Pouch ,220.0,202212290,https://www.bigbasket.com/media/uploads/p/s/223298_7-saffola-active-refined-cooking-oil-blended-rice-bran-soyabean-oil-pro-weight-watchers.jpg,4.2,99
Foodgrains Oil Masala,Edible Oils Ghee,Groceries,Fortune ,Refined Oil - Rice Bran,5 L Can,1050.0,202212291,https://www.bigbasket.com/media/uploads/p/s/100647222_11-fortune-refined-oil-rice-bran.jpg,4.3,94
Foodgrains Oil Masala,Edible Oils Ghee,Groceries,Gemini,Sunflower Oil - With Nutri Fresh Technology,1 L Pouch ,225.0,202212292,https://www.bigbasket.com/media/uploads/p/s/274132_10-gemini-sunflower-oil-with-nutri-fresh-technology.jpg,4.8,29
Foodgrains Oil Masala,Edible Oils Ghee,Groceries,BB Royal Organic,Organic Cold Pressed Groundnut Cooking Oil,2x1L Multipack ,820.0,202212293,https://www.bigbasket.com/media/uploads/p/s/1213799_1-bb-royal-organic-organic-cold-pressed-groundnut-cooking-oil.jpg,4.2,45
Foodgrains Oil Masala,Edible Oils Ghee,Groceries,Patanjali,Cow Ghee/Tuppa,500 ml Carton ,295.0,202212294,https://www.bigbasket.com/media/uploads/p/s/40009511_9-patanjali-cow-ghee.jpg,4.0,96
